Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Outsourced,"Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106951992/outsourced,2.4,-1,Boulder,V2,1,,42.48497,-70.98267
"Tour of Duty","Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952077/tour-of-duty,3.1,-1,Boulder,V2,1,18,42.48497,-70.98267
"Lactose Intolerant","Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952092/lactose-intolerant,1.0,-1,Boulder,V3,1,14,42.48497,-70.98267
"Wardrobe Malfunction","Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106951979/wardrobe-malfunction,2.8,-1,Boulder,V6,1,12,42.48497,-70.98267
"Frat  Boy","Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952068/frat-boy,2.0,-1,Boulder,V6,1,14,42.48497,-70.98267
"Ambulance  Chaser","Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952085/ambulance-chaser,2.0,-1,Boulder,V6,1,16,42.48497,-70.98267
Zombie,"Bob Johnson Boulder  1 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106990670/zombie,1.5,-1,Boulder,V7,1,20,42.48497,-70.98267
"Couple Mantels","Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113492997/couple-mantels,1.6,-1,Boulder,V0,1,15,42.48619,-70.98255
Totality,"Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113492809/totality,2.5,-1,Boulder,V0+,1,15,42.48619,-70.98255
Corona,"Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113492822/corona,2.5,-1,Boulder,V3,1,15,42.48619,-70.98255
"The Ramp","Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106967442/the-ramp,1.3,-1,Boulder,V4-,1,13,42.48619,-70.98255
"If It Fits","Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952127/if-it-fits,2.5,-1,Boulder,V5-,1,18,42.48619,-70.98255
Primate,"Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106967462/primate,2.0,-1,Boulder,V6,1,14,42.48619,-70.98255
Bloodhound,"Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952116/bloodhound,3.3,-1,Boulder,V6,1,18,42.48619,-70.98255
Vapor,"Bob Johnson Boulder  2 > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106967454/vapor,3.0,-1,Boulder,V7-,1,13,42.48619,-70.98255
"The Rail","Between BJs > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952140/the-rail,3.3,-1,Boulder,V3-,1,12,42.49103,-70.98673
"Palm Reader","Entrance Boulder > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106967434/palm-reader,1.0,-1,Boulder,V1,1,12,42.49104,-70.98726
"Straight Talk","Entrance Boulder > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109070713/straight-talk,1.0,-1,Boulder,V3,1,12,42.49104,-70.98726
"Growing Up Small","Entrance Boulder > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106967419/growing-up-small,2.0,-1,Boulder,V3,1,13,42.49104,-70.98726
"Global Warming","Entrance Boulder > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106967389/global-warming,2.0,-1,Boulder,V6,1,13,42.49104,-70.98726
"Eye Candy","Entrance Boulder > Bob Johnson Crag > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106967427/eye-candy,3.0,-1,Boulder,V6,1,12,42.49104,-70.98726
"Jugs Not Drugs","Slant Right Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952078/jugs-not-drugs,1.0,-1,Boulder,V0,1,10,42.49055,-70.98296
Shadows,"Slant Right Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952101/shadows,1.7,-1,Boulder,V2,1,,42.49055,-70.98296
"Complete Crack","Slant Right Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952133/complete-crack,2.3,-1,Boulder,V2,1,10,42.49055,-70.98296
"Holly the Happy Healer","Slant Right Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952022/holly-the-happy-healer,3.2,-1,Boulder,V3,1,12,42.49055,-70.98296
"Scared of My Own Shadow","Slant Right Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106952055/scared-of-my-own-shadow,2.3,-1,Boulder,V3,1,10,42.49055,-70.98296
"One Bottle","Slant Right Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107257050/one-bottle,2.3,-1,Boulder,V6,1,,42.49055,-70.98296
Loanshark,"The Lost Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106955939/loanshark,3.0,-1,Boulder,V1,1,13,42.48601,-70.98521
Carousel,"The Lost Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113494273/carousel,1.8,-1,Boulder,V1+,1,12,42.48601,-70.98521
"Sea Glass","The Lost Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106968562/sea-glass,2.2,-1,Boulder,V2,1,13,42.48601,-70.98521
"Big Brother","The Lost Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106990677/big-brother,2.9,-1,Boulder,V5,1,14,42.48601,-70.98521
"9$ an Hour Doorman","The Lost Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106955946/9-an-hour-doorman,1.0,-1,Boulder,V5,1,14,42.48601,-70.98521
"Healthy Trim","The Lost Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106955951/healthy-trim,2.3,-1,Boulder,V6-,1,15,42.48601,-70.98521
"Open Project","The Lost Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/116227794/open-project,3.0,-1,Boulder,V7+,1,13,42.48601,-70.98521
"Rock On","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106986238/rock-on,2.0,-1,Boulder,V1,1,,42.4871,-70.98254
"Baked Potato","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973036/baked-potato,1.0,-1,Boulder,V3,1,10,42.4871,-70.98254
"Booty Check","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973057/booty-check,2.0,-1,Boulder,V3,1,10,42.4871,-70.98254
"Squeeze Job","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973137/squeeze-job,1.0,-1,Boulder,V3,1,,42.4871,-70.98254
Horny,"Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979469/horny,2.0,-1,Boulder,V4,1,,42.4871,-70.98254
"Stone Age Antics","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973154/stone-age-antics,3.0,-1,Boulder,V4,1,,42.4871,-70.98254
"Going Postal","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973047/going-postal,1.0,-1,Boulder,V5,1,12,42.4871,-70.98254
Progeny,"Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973084/progeny,1.5,-1,Boulder,V5,1,12,42.4871,-70.98254
Hooligans,"Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973090/hooligans,2.0,-1,Boulder,V5,1,13,42.4871,-70.98254
"Carnival Worker","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106979490/carnival-worker,1.0,-1,Boulder,V6,1,10,42.4871,-70.98254
"Friday's Hero","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973115/fridays-hero,2.0,-1,Boulder,V6,1,12,42.4871,-70.98254
"Endless Summer","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973066/endless-summer,2.0,-1,Boulder,V7,1,10,42.4871,-70.98254
"The Groove","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973105/the-groove,2.0,-1,Boulder,V7,1,13,42.4871,-70.98254
"The Compromise","Gully Boulders > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/106973041/the-compromise,1.5,-1,Boulder,V8,1,12,42.4871,-70.98254
"Mileage Reimbursement","Green Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109130923/mileage-reimbursement,1.0,-1,Boulder,V2+,1,12,42.51011,-70.99913
"Broken Man","Green Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109130929/broken-man,2.0,-1,Boulder,V4,1,12,42.51011,-70.99913
"Trout Pout","Toaster Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109966051/trout-pout,2.3,-1,Boulder,V3+,1,10,42.51011,-70.99913
"Duck Face","Toaster Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/109966060/duck-face,2.0,-1,Boulder,V4-,1,,42.51011,-70.99913
Solace,"Cornel Path Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112310374/solace,2.0,-1,Boulder,V3-,1,12,42.48389,-70.98186
Sanctuary,"Cornel Path Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112310366/sanctuary,2.0,-1,Boulder,V4-,1,10,42.48389,-70.98186
"Slabba Dabba Dooo","The Cellar Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113439074/slabba-dabba-dooo,1.5,-1,Boulder,V0-,1,12,42.491,-70.98632
"Mantel It Out","The Cellar Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113439207/mantel-it-out,1.0,-1,Boulder,V0-,1,12,42.491,-70.98632
"Bump Bump.....  Moose","The Cellar Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113439264/bump-bump-moose,2.0,-1,Boulder,V1,1,,42.491,-70.98632
"Something About Harper","Harper's Rock > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113748625/something-about-harper,2.0,-1,Boulder,V1,1,8,42.4864,-70.98106
"Harper's Ocean","Harper's Rock > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113748667/harpers-ocean,3.0,-1,Boulder,V2,1,8,42.4864,-70.98106
"Take the Ferry","Harper's Rock > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114009843/take-the-ferry,2.0,-1,Boulder,V3,1,8,42.4864,-70.98106
"Insufficient Supply","Shorty Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114009798/insufficient-supply,2.0,-1,Boulder,V2,1,8,42.48683,-70.9811
"Inferior Planet","Shorty Boulder > Stone Tower Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/114009821/inferior-planet,2.0,-1,Boulder,V3,1,,42.48683,-70.9811
"The Dark Knight Rises","Bloodshed Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711235/the-dark-knight-rises,2.0,-1,Boulder,V1+,1,13,42.48946,-70.99199
"Ben and Jerry","Bloodshed Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711241/ben-and-jerry,2.0,-1,Boulder,V4,1,14,42.48946,-70.99199
Bloodshed,"Bloodshed Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711246/bloodshed,2.0,-1,Boulder,V6-,1,14,42.48946,-70.99199
"The BK Warm-up","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/120002736/the-bk-warm-up,1.3,-1,Boulder,V0,1,9,42.48946,-70.99199
"Sliced Thin","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113860051/sliced-thin,2.0,-1,Boulder,V0,1,12,42.48946,-70.99199
"BKLYN Warm-up","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/120002813/bklyn-warm-up,2.0,-1,Boulder,V1,1,9,42.48946,-70.99199
"Black Forest Ham","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112409750/black-forest-ham,2.3,-1,Boulder,V1-2,1,12,42.48946,-70.99199
"Lovecraft in Brooklyn","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107227455/lovecraft-in-brooklyn,2.9,-1,Boulder,V3,1,,42.48946,-70.99199
Darts,"Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/120421288/darts,3.0,-1,Boulder,V4-,1,10,42.48946,-70.99199
"Drop Dead Gorgeous","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711270/drop-dead-gorgeous,3.1,-1,Boulder,V4,1,12,42.48946,-70.99199
"5 Second Rule","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711266/5-second-rule,2.5,-1,Boulder,V5+,1,14,42.48946,-70.99199
"Black Swan","Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/120222152/black-swan,2.0,-1,Boulder,V5+,1,10,42.48946,-70.99199
Arrowhead,"Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711255/arrowhead,2.0,-1,Boulder,V6,1,13,42.48946,-70.99199
Weaksauce,"Arrowhead Crag > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711262/weaksauce,2.0,-1,Boulder,V7-,1,13,42.48946,-70.99199
"Overly Eager Spotter","Waterfront Boulders > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/120421013/overly-eager-spotter,1.0,-1,Boulder,V0+,1,8,42.48946,-70.99199
"Hot Mama","Waterfront Boulders > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711291/hot-mama,2.8,-1,Boulder,V3,1,13,42.48946,-70.99199
"Riding Shotgun","Waterfront Boulders > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113397404/riding-shotgun,2.0,-1,Boulder,V4-,1,12,42.48946,-70.99199
"The Cause","Waterfront Boulders > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711279/the-cause,2.0,-1,Boulder,V4,1,13,42.48946,-70.99199
"Sand Jocks","Waterfront Boulders > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/107711286/sand-jocks,1.0,-1,Boulder,V7-,1,12,42.48946,-70.99199
"White Streak","Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119989649/white-streak,2.0,-1,Boulder,V0,1,7,42.4847,-70.9884
"Bucket Left","Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119922171/bucket-left,1.0,-1,Boulder,V0,1,7,42.4847,-70.9884
"Knob Left","Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112381466/knob-left,1.0,-1,Boulder,V3,1,10,42.4847,-70.9884
Lightning,"Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112343081/lightning,4.0,-1,Boulder,V4-,1,13,42.4847,-70.9884
Thunder,"Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112343085/thunder,3.0,-1,Boulder,V4-,1,13,42.4847,-70.9884
"Giant Carp","Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113947769/giant-carp,3.0,-1,Boulder,V4,1,10,42.4847,-70.9884
"Knob Right","Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112381470/knob-right,2.0,-1,Boulder,V5,1,10,42.4847,-70.9884
"Fish Lazers","Yellow Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/113947359/fish-lazers,3.0,-1,Boulder,V5,1,,42.4847,-70.9884
"Pull Up Your Bootstraps","Arc Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/112343061/pull-up-your-bootstraps,2.0,-1,Boulder,V4+,1,12,42.4862,-70.98718
Beaches,"Gray Boulder > Overlook Area > Lynn Woods > North Shore > Massachusetts",https://www.mountainproject.com/route/119989945/beaches,2.0,-1,Boulder,V0,1,15,42.48908,-71.00405
